_id,_type,category,item,oid
25184,vertex,24,oid,25184
25186,vertex,25,oid,25186
25188,vertex,3,oid,25188
25189,vertex,4,oid,25189
25190,vertex,17,oid,25190
25191,vertex,5,oid,25191
25193,vertex,4,oid,25193
25195,vertex,8,oid,25195
25196,vertex,20,oid,25196
25198,vertex,25,oid,25198
25200,vertex,5,oid,25200
25201,vertex,16,oid,25201
25202,vertex,25,oid,25202
25205,vertex,4,oid,25205
25207,vertex,25,oid,25207
25208,vertex,17,oid,25208
25209,vertex,5,oid,25209
25210,vertex,20,oid,25210
25211,vertex,4,oid,25211
25212,vertex,3,oid,25212
25213,vertex,25,oid,25213
25214,vertex,25,oid,25214
25215,vertex,25,oid,25215
25216,vertex,24,oid,25216
25217,vertex,17,oid,25217
25218,vertex,8,oid,25218
25219,vertex,9,oid,25219
25220,vertex,24,oid,25220
25221,vertex,3,oid,25221
25223,vertex,23,oid,25223
25224,vertex,16,oid,25224
25226,vertex,10,oid,25226
25227,vertex,25,oid,25227
25228,vertex,5,oid,25228
25229,vertex,9,oid,25229
25230,vertex,8,oid,25230
25231,vertex,20,oid,25231
25232,vertex,8,oid,25232
25233,vertex,25,oid,25233
25234,vertex,9,oid,25234
25235,vertex,23,oid,25235
25236,vertex,25,oid,25236
25237,vertex,8,oid,25237
25238,vertex,25,oid,25238
25239,vertex,25,oid,25239
25240,vertex,8,oid,25240
25241,vertex,25,oid,25241
25243,vertex,24,oid,25243
25244,vertex,20,oid,25244
25245,vertex,9,oid,25245
25246,vertex,5,oid,25246
25247,vertex,24,oid,25247
25249,vertex,20,oid,25249
25250,vertex,22,oid,25250
25251,vertex,25,oid,25251
25252,vertex,20,oid,25252
25254,vertex,16,oid,25254
25255,vertex,27,oid,25255
25256,vertex,20,oid,25256
25257,vertex,24,oid,25257
25258,vertex,17,oid,25258
25259,vertex,8,oid,25259
25261,vertex,24,oid,25261
25263,vertex,20,oid,25263
25264,vertex,17,oid,25264
25265,vertex,10,oid,25265
25266,vertex,29,oid,25266
25267,vertex,4,oid,25267
25268,vertex,25,oid,25268
25269,vertex,4,oid,25269
25270,vertex,20,oid,25270
25272,vertex,25,oid,25272
25273,vertex,25,oid,25273
25274,vertex,8,oid,25274
25276,vertex,20,oid,25276
25277,vertex,25,oid,25277
25280,vertex,19,oid,25280
25281,vertex,15,oid,25281
25282,vertex,16,oid,25282
25283,vertex,25,oid,25283
25284,vertex,24,oid,25284
25286,vertex,25,oid,25286
25287,vertex,29,oid,25287
25288,vertex,16,oid,25288
25289,vertex,3,oid,25289
25290,vertex,16,oid,25290
25292,vertex,9,oid,25292
25293,vertex,20,oid,25293
25294,vertex,9,oid,25294
25295,vertex,25,oid,25295
25296,vertex,3,oid,25296
25297,vertex,20,oid,25297
25298,vertex,13,oid,25298
25300,vertex,7,oid,25300
25301,vertex,25,oid,25301
25302,vertex,20,oid,25302
25303,vertex,25,oid,25303
25305,vertex,6,oid,25305
25306,vertex,10,oid,25306
25307,vertex,8,oid,25307
25308,vertex,22,oid,25308
25309,vertex,16,oid,25309
25310,vertex,25,oid,25310
25312,vertex,29,oid,25312
25314,vertex,1,oid,25314
25315,vertex,24,oid,25315
25316,vertex,15,oid,25316
25318,vertex,10,oid,25318
25319,vertex,20,oid,25319
25320,vertex,25,oid,25320
25321,vertex,14,oid,25321
25322,vertex,24,oid,25322
25324,vertex,8,oid,25324
25325,vertex,5,oid,25325
25326,vertex,4,oid,25326
25327,vertex,25,oid,25327
25328,vertex,29,oid,25328
25330,vertex,1,oid,25330
25331,vertex,4,oid,25331
25332,vertex,12,oid,25332
25333,vertex,10,oid,25333
25334,vertex,24,oid,25334
25335,vertex,25,oid,25335
25336,vertex,21,oid,25336
25337,vertex,25,oid,25337
25339,vertex,29,oid,25339
25340,vertex,24,oid,25340
25341,vertex,25,oid,25341
25342,vertex,1,oid,25342
25343,vertex,25,oid,25343
25344,vertex,8,oid,25344
25345,vertex,4,oid,25345
25346,vertex,3,oid,25346
25347,vertex,3,oid,25347
25348,vertex,20,oid,25348
25349,vertex,1,oid,25349
25350,vertex,27,oid,25350
25351,vertex,3,oid,25351
25352,vertex,8,oid,25352
25353,vertex,2,oid,25353
25354,vertex,24,oid,25354
25355,vertex,25,oid,25355
25356,vertex,20,oid,25356
25360,vertex,12,oid,25360
25362,vertex,6,oid,25362
25363,vertex,23,oid,25363
25364,vertex,7,oid,25364
25365,vertex,10,oid,25365
25367,vertex,4,oid,25367
25368,vertex,24,oid,25368
25369,vertex,29,oid,25369
25370,vertex,25,oid,25370
25372,vertex,10,oid,25372
25373,vertex,24,oid,25373
25374,vertex,8,oid,25374
25375,vertex,10,oid,25375
25376,vertex,25,oid,25376
25377,vertex,20,oid,25377
25378,vertex,15,oid,25378
25380,vertex,25,oid,25380
25382,vertex,25,oid,25382
25383,vertex,20,oid,25383
25384,vertex,17,oid,25384
25385,vertex,8,oid,25385
25386,vertex,25,oid,25386
25387,vertex,13,oid,25387
25389,vertex,7,oid,25389
25390,vertex,1,oid,25390
25391,vertex,24,oid,25391
25392,vertex,25,oid,25392
25393,vertex,24,oid,25393
25395,vertex,24,oid,25395
25396,vertex,6,oid,25396
25397,vertex,10,oid,25397
25398,vertex,20,oid,25398
25400,vertex,25,oid,25400
25402,vertex,25,oid,25402
25403,vertex,24,oid,25403
25404,vertex,28,oid,25404
25405,vertex,16,oid,25405
25406,vertex,4,oid,25406
25407,vertex,5,oid,25407
25408,vertex,16,oid,25408
25410,vertex,5,oid,25410
25411,vertex,6,oid,25411
25412,vertex,12,oid,25412
25413,vertex,24,oid,25413
25414,vertex,13,oid,25414
25415,vertex,12,oid,25415
25419,vertex,20,oid,25419
25420,vertex,7,oid,25420
25421,vertex,25,oid,25421
25423,vertex,29,oid,25423
25424,vertex,2,oid,25424
25425,vertex,25,oid,25425
25427,vertex,25,oid,25427
25428,vertex,4,oid,25428
25429,vertex,25,oid,25429
25430,vertex,10,oid,25430
25431,vertex,1,oid,25431
25434,vertex,16,oid,25434
25436,vertex,22,oid,25436
25437,vertex,4,oid,25437
25438,vertex,16,oid,25438
25439,vertex,8,oid,25439
25440,vertex,25,oid,25440
25441,vertex,25,oid,25441
25442,vertex,6,oid,25442
25443,vertex,29,oid,25443
25444,vertex,24,oid,25444
25446,vertex,25,oid,25446
25447,vertex,10,oid,25447
25448,vertex,3,oid,25448
25449,vertex,6,oid,25449
25450,vertex,1,oid,25450
25451,vertex,16,oid,25451
25454,vertex,1,oid,25454
25455,vertex,26,oid,25455
25456,vertex,19,oid,25456
25457,vertex,20,oid,25457
25458,vertex,4,oid,25458
25459,vertex,28,oid,25459
25460,vertex,16,oid,25460
25461,vertex,10,oid,25461
25462,vertex,28,oid,25462
25464,vertex,4,oid,25464
25465,vertex,25,oid,25465
25466,vertex,16,oid,25466
25467,vertex,20,oid,25467
25468,vertex,20,oid,25468
25469,vertex,24,oid,25469
25471,vertex,16,oid,25471
25472,vertex,25,oid,25472
25473,vertex,19,oid,25473
25475,vertex,25,oid,25475
25476,vertex,10,oid,25476
25478,vertex,2,oid,25478
25479,vertex,10,oid,25479
25480,vertex,12,oid,25480
25481,vertex,21,oid,25481
25482,vertex,25,oid,25482
25483,vertex,25,oid,25483
25484,vertex,24,oid,25484
25485,vertex,25,oid,25485
25487,vertex,4,oid,25487
25488,vertex,8,oid,25488
25489,vertex,9,oid,25489
25492,vertex,25,oid,25492
25493,vertex,8,oid,25493
25494,vertex,25,oid,25494
25495,vertex,17,oid,25495
25496,vertex,20,oid,25496
25497,vertex,8,oid,25497
25498,vertex,25,oid,25498
25499,vertex,6,oid,25499
25501,vertex,25,oid,25501
25503,vertex,25,oid,25503
25504,vertex,25,oid,25504
25505,vertex,20,oid,25505
25506,vertex,25,oid,25506
25507,vertex,16,oid,25507
25508,vertex,25,oid,25508
25510,vertex,20,oid,25510
25511,vertex,22,oid,25511
25514,vertex,29,oid,25514
25515,vertex,20,oid,25515
25516,vertex,3,oid,25516
25517,vertex,25,oid,25517
25518,vertex,25,oid,25518
25519,vertex,16,oid,25519
25520,vertex,10,oid,25520
25521,vertex,7,oid,25521
25522,vertex,28,oid,25522
25524,vertex,25,oid,25524
25525,vertex,20,oid,25525
25526,vertex,8,oid,25526
25527,vertex,16,oid,25527
25528,vertex,1,oid,25528
25529,vertex,8,oid,25529
25530,vertex,6,oid,25530
25531,vertex,25,oid,25531
25532,vertex,25,oid,25532
25533,vertex,26,oid,25533
25534,vertex,16,oid,25534
25535,vertex,25,oid,25535
25536,vertex,8,oid,25536
25538,vertex,6,oid,25538
25540,vertex,7,oid,25540
25541,vertex,24,oid,25541
25542,vertex,25,oid,25542
25543,vertex,25,oid,25543
25544,vertex,3,oid,25544
25546,vertex,10,oid,25546
25547,vertex,22,oid,25547
25548,vertex,20,oid,25548
25549,vertex,25,oid,25549
25550,vertex,25,oid,25550
25551,vertex,25,oid,25551
25552,vertex,25,oid,25552
25553,vertex,12,oid,25553
25554,vertex,3,oid,25554
25555,vertex,20,oid,25555
25556,vertex,5,oid,25556
25557,vertex,25,oid,25557
25558,vertex,20,oid,25558
25559,vertex,24,oid,25559
25560,vertex,20,oid,25560
25561,vertex,29,oid,25561
25563,vertex,25,oid,25563
25564,vertex,25,oid,25564
25565,vertex,5,oid,25565
25566,vertex,25,oid,25566
25568,vertex,25,oid,25568
25569,vertex,7,oid,25569
25571,vertex,2,oid,25571
25573,vertex,24,oid,25573
25574,vertex,8,oid,25574
25575,vertex,25,oid,25575
25576,vertex,20,oid,25576
25577,vertex,24,oid,25577
25578,vertex,10,oid,25578
25579,vertex,24,oid,25579
25580,vertex,24,oid,25580
25583,vertex,8,oid,25583
25584,vertex,1,oid,25584
25585,vertex,16,oid,25585
25586,vertex,10,oid,25586
25587,vertex,7,oid,25587
25588,vertex,20,oid,25588
25589,vertex,16,oid,25589
25590,vertex,16,oid,25590
25591,vertex,10,oid,25591
25592,vertex,26,oid,25592
25593,vertex,25,oid,25593
25594,vertex,19,oid,25594
25595,vertex,20,oid,25595
25596,vertex,20,oid,25596
25597,vertex,20,oid,25597
25598,vertex,22,oid,25598
25599,vertex,6,oid,25599
25600,vertex,25,oid,25600
25601,vertex,20,oid,25601
25602,vertex,2,oid,25602
25603,vertex,20,oid,25603
25604,vertex,24,oid,25604
25605,vertex,25,oid,25605
25606,vertex,25,oid,25606
25607,vertex,24,oid,25607
25608,vertex,24,oid,25608
25609,vertex,16,oid,25609
25610,vertex,8,oid,25610
25611,vertex,3,oid,25611
25612,vertex,21,oid,25612
25613,vertex,16,oid,25613
25614,vertex,19,oid,25614
25615,vertex,8,oid,25615
25616,vertex,25,oid,25616
25617,vertex,8,oid,25617
25618,vertex,15,oid,25618
25619,vertex,3,oid,25619
25620,vertex,1,oid,25620
25621,vertex,22,oid,25621
25622,vertex,8,oid,25622
25624,vertex,27,oid,25624
25625,vertex,16,oid,25625
25627,vertex,25,oid,25627
25628,vertex,24,oid,25628
25629,vertex,8,oid,25629
25630,vertex,7,oid,25630
25631,vertex,8,oid,25631
25632,vertex,16,oid,25632
25633,vertex,24,oid,25633
25634,vertex,5,oid,25634
25636,vertex,8,oid,25636
25637,vertex,16,oid,25637
25638,vertex,22,oid,25638
25640,vertex,25,oid,25640
25641,vertex,24,oid,25641
25642,vertex,25,oid,25642
25643,vertex,6,oid,25643
25644,vertex,6,oid,25644
25645,vertex,6,oid,25645
25647,vertex,10,oid,25647
25648,vertex,2,oid,25648
25649,vertex,20,oid,25649
25651,vertex,24,oid,25651
25652,vertex,25,oid,25652
25653,vertex,8,oid,25653
25654,vertex,6,oid,25654
25656,vertex,3,oid,25656
25657,vertex,4,oid,25657
25658,vertex,24,oid,25658
25659,vertex,9,oid,25659
25660,vertex,20,oid,25660
25661,vertex,2,oid,25661
25662,vertex,10,oid,25662
25663,vertex,24,oid,25663
25664,vertex,10,oid,25664
25665,vertex,16,oid,25665
25666,vertex,8,oid,25666
25670,vertex,27,oid,25670
25671,vertex,23,oid,25671
25672,vertex,25,oid,25672
25673,vertex,24,oid,25673
25674,vertex,25,oid,25674
25675,vertex,12,oid,25675
25676,vertex,20,oid,25676
25679,vertex,8,oid,25679
25680,vertex,20,oid,25680
25681,vertex,16,oid,25681
25682,vertex,13,oid,25682
25683,vertex,24,oid,25683
25684,vertex,17,oid,25684
25686,vertex,4,oid,25686
25687,vertex,15,oid,25687
25688,vertex,20,oid,25688
25689,vertex,8,oid,25689
25690,vertex,8,oid,25690
25691,vertex,8,oid,25691
25692,vertex,16,oid,25692
25693,vertex,4,oid,25693
25694,vertex,24,oid,25694
25695,vertex,25,oid,25695
25696,vertex,20,oid,25696
25697,vertex,25,oid,25697
25698,vertex,22,oid,25698
25699,vertex,22,oid,25699
25700,vertex,25,oid,25700
25701,vertex,25,oid,25701
25702,vertex,25,oid,25702
25704,vertex,16,oid,25704
25705,vertex,25,oid,25705
25706,vertex,17,oid,25706
25707,vertex,6,oid,25707
25708,vertex,16,oid,25708
25709,vertex,25,oid,25709
25710,vertex,20,oid,25710
25711,vertex,13,oid,25711
25712,vertex,22,oid,25712
25714,vertex,10,oid,25714
25717,vertex,25,oid,25717
25718,vertex,25,oid,25718
25719,vertex,2,oid,25719
25721,vertex,16,oid,25721
25722,vertex,2,oid,25722
25723,vertex,7,oid,25723
25724,vertex,10,oid,25724
25725,vertex,28,oid,25725
25726,vertex,25,oid,25726
25728,vertex,20,oid,25728
25729,vertex,29,oid,25729
25730,vertex,17,oid,25730
25731,vertex,13,oid,25731
25732,vertex,7,oid,25732
25733,vertex,28,oid,25733
25734,vertex,25,oid,25734
25735,vertex,21,oid,25735
25736,vertex,25,oid,25736
25738,vertex,4,oid,25738
25743,vertex,16,oid,25743
25744,vertex,15,oid,25744
25746,vertex,25,oid,25746
25748,vertex,20,oid,25748
25749,vertex,8,oid,25749
25751,vertex,16,oid,25751
25752,vertex,16,oid,25752
25753,vertex,25,oid,25753
25754,vertex,16,oid,25754
25755,vertex,16,oid,25755
25756,vertex,15,oid,25756
25757,vertex,16,oid,25757
25758,vertex,25,oid,25758
25759,vertex,16,oid,25759
25760,vertex,16,oid,25760
25761,vertex,20,oid,25761
25762,vertex,16,oid,25762
25763,vertex,22,oid,25763
25764,vertex,29,oid,25764
25765,vertex,27,oid,25765
25766,vertex,28,oid,25766
25767,vertex,3,oid,25767
25768,vertex,5,oid,25768
25771,vertex,25,oid,25771
25772,vertex,17,oid,25772
25773,vertex,20,oid,25773
25775,vertex,18,oid,25775
25776,vertex,18,oid,25776
25778,vertex,20,oid,25778
25781,vertex,25,oid,25781
25782,vertex,1,oid,25782
25783,vertex,21,oid,25783
25784,vertex,22,oid,25784
25786,vertex,16,oid,25786
25787,vertex,9,oid,25787
25789,vertex,24,oid,25789
25790,vertex,20,oid,25790
25791,vertex,3,oid,25791
25793,vertex,20,oid,25793
25794,vertex,24,oid,25794
25795,vertex,12,oid,25795
25796,vertex,4,oid,25796
25797,vertex,15,oid,25797
25799,vertex,20,oid,25799
25800,vertex,20,oid,25800
25801,vertex,3,oid,25801
25802,vertex,13,oid,25802
25804,vertex,2,oid,25804
25805,vertex,25,oid,25805
25807,vertex,24,oid,25807
25809,vertex,25,oid,25809
25810,vertex,5,oid,25810
25811,vertex,20,oid,25811
25812,vertex,17,oid,25812
25813,vertex,20,oid,25813
25814,vertex,20,oid,25814
25815,vertex,15,oid,25815
25816,vertex,8,oid,25816
25819,vertex,16,oid,25819
25821,vertex,24,oid,25821
25822,vertex,25,oid,25822
25823,vertex,16,oid,25823
25824,vertex,9,oid,25824
25825,vertex,27,oid,25825
25827,vertex,25,oid,25827
25828,vertex,17,oid,25828
25829,vertex,12,oid,25829
25830,vertex,6,oid,25830
25833,vertex,28,oid,25833
25834,vertex,11,oid,25834
25836,vertex,25,oid,25836
25837,vertex,25,oid,25837
25838,vertex,20,oid,25838
25839,vertex,25,oid,25839
25840,vertex,3,oid,25840
25841,vertex,8,oid,25841
25842,vertex,20,oid,25842
25843,vertex,25,oid,25843
25845,vertex,25,oid,25845
25847,vertex,25,oid,25847
25848,vertex,25,oid,25848
25849,vertex,7,oid,25849
25850,vertex,24,oid,25850
25851,vertex,24,oid,25851
25853,vertex,22,oid,25853
25854,vertex,25,oid,25854
25855,vertex,25,oid,25855
25856,vertex,24,oid,25856
25857,vertex,8,oid,25857
25858,vertex,20,oid,25858
25859,vertex,28,oid,25859
25860,vertex,11,oid,25860
25861,vertex,21,oid,25861
25862,vertex,24,oid,25862
25863,vertex,6,oid,25863
25864,vertex,20,oid,25864
25868,vertex,24,oid,25868
25869,vertex,25,oid,25869
25870,vertex,29,oid,25870
25871,vertex,4,oid,25871
25873,vertex,3,oid,25873
25874,vertex,24,oid,25874
25875,vertex,24,oid,25875
25876,vertex,25,oid,25876
25880,vertex,25,oid,25880
25881,vertex,10,oid,25881
25882,vertex,25,oid,25882
25883,vertex,8,oid,25883
25884,vertex,24,oid,25884
25885,vertex,25,oid,25885
25886,vertex,13,oid,25886
25887,vertex,25,oid,25887
25888,vertex,24,oid,25888
25889,vertex,21,oid,25889
25891,vertex,16,oid,25891
25893,vertex,8,oid,25893
25894,vertex,27,oid,25894
25896,vertex,20,oid,25896
25897,vertex,25,oid,25897
25899,vertex,25,oid,25899
25900,vertex,22,oid,25900
25901,vertex,12,oid,25901
25902,vertex,15,oid,25902
25904,vertex,11,oid,25904
25905,vertex,8,oid,25905
25906,vertex,29,oid,25906
25907,vertex,25,oid,25907
25908,vertex,15,oid,25908
25909,vertex,12,oid,25909
25910,vertex,25,oid,25910
25911,vertex,28,oid,25911
25912,vertex,8,oid,25912
25913,vertex,26,oid,25913
25914,vertex,10,oid,25914
25915,vertex,24,oid,25915
25916,vertex,20,oid,25916
25917,vertex,25,oid,25917
25918,vertex,20,oid,25918
25919,vertex,26,oid,25919
25920,vertex,25,oid,25920
25921,vertex,24,oid,25921
25922,vertex,25,oid,25922
25925,vertex,16,oid,25925
25926,vertex,24,oid,25926
25928,vertex,20,oid,25928
25929,vertex,19,oid,25929
25930,vertex,20,oid,25930
25931,vertex,25,oid,25931
25932,vertex,13,oid,25932
25933,vertex,19,oid,25933
25934,vertex,18,oid,25934
25935,vertex,24,oid,25935
25938,vertex,4,oid,25938
25939,vertex,25,oid,25939
25940,vertex,8,oid,25940
25941,vertex,12,oid,25941
25942,vertex,16,oid,25942
25944,vertex,13,oid,25944
25945,vertex,6,oid,25945
25947,vertex,28,oid,25947
25948,vertex,25,oid,25948
25949,vertex,20,oid,25949
25950,vertex,16,oid,25950
25951,vertex,16,oid,25951
25954,vertex,24,oid,25954
25955,vertex,8,oid,25955
25956,vertex,25,oid,25956
25957,vertex,25,oid,25957
25958,vertex,7,oid,25958
25961,vertex,25,oid,25961
25962,vertex,1,oid,25962
25963,vertex,21,oid,25963
25964,vertex,6,oid,25964
25965,vertex,9,oid,25965
25966,vertex,17,oid,25966
25967,vertex,8,oid,25967
25968,vertex,20,oid,25968
25970,vertex,16,oid,25970
25971,vertex,10,oid,25971
25972,vertex,8,oid,25972
25973,vertex,25,oid,25973
25974,vertex,10,oid,25974
25976,vertex,23,oid,25976
25977,vertex,16,oid,25977
25978,vertex,8,oid,25978
25979,vertex,7,oid,25979
25981,vertex,22,oid,25981
25983,vertex,2,oid,25983
25984,vertex,12,oid,25984
25985,vertex,6,oid,25985
25986,vertex,1,oid,25986
25987,vertex,2,oid,25987
25988,vertex,6,oid,25988
25989,vertex,10,oid,25989
25990,vertex,2,oid,25990
25991,vertex,16,oid,25991
25993,vertex,10,oid,25993
25994,vertex,17,oid,25994
25995,vertex,8,oid,25995
25996,vertex,8,oid,25996
25997,vertex,2,oid,25997
25998,vertex,6,oid,25998
25999,vertex,23,oid,25999
26000,vertex,4,oid,26000
26001,vertex,8,oid,26001
26003,vertex,2,oid,26003
26005,vertex,25,oid,26005
26006,vertex,17,oid,26006
26007,vertex,2,oid,26007
26008,vertex,18,oid,26008
26009,vertex,4,oid,26009
26010,vertex,9,oid,26010
26011,vertex,2,oid,26011
26013,vertex,4,oid,26013
26014,vertex,8,oid,26014
26015,vertex,3,oid,26015
26017,vertex,8,oid,26017
26018,vertex,16,oid,26018
26019,vertex,8,oid,26019
26021,vertex,6,oid,26021
26022,vertex,26,oid,26022
26023,vertex,7,oid,26023
26024,vertex,4,oid,26024
26025,vertex,25,oid,26025
26026,vertex,26,oid,26026
26029,vertex,17,oid,26029
26030,vertex,2,oid,26030
26031,vertex,5,oid,26031
26032,vertex,7,oid,26032
26033,vertex,2,oid,26033
26034,vertex,25,oid,26034
26036,vertex,1,oid,26036
26037,vertex,5,oid,26037
26039,vertex,17,oid,26039
26040,vertex,8,oid,26040
26041,vertex,6,oid,26041
26042,vertex,2,oid,26042
26043,vertex,7,oid,26043
26044,vertex,25,oid,26044
26045,vertex,16,oid,26045
26046,vertex,25,oid,26046
26047,vertex,4,oid,26047
26048,vertex,5,oid,26048
26049,vertex,7,oid,26049
26052,vertex,25,oid,26052
26054,vertex,26,oid,26054
26058,vertex,6,oid,26058
26059,vertex,2,oid,26059
26060,vertex,24,oid,26060
26064,vertex,2,oid,26064
26065,vertex,9,oid,26065
26066,vertex,4,oid,26066
26067,vertex,4,oid,26067
26068,vertex,20,oid,26068
26069,vertex,4,oid,26069
26070,vertex,16,oid,26070
26071,vertex,25,oid,26071
26072,vertex,2,oid,26072
26073,vertex,2,oid,26073
26074,vertex,4,oid,26074
26076,vertex,8,oid,26076
26077,vertex,25,oid,26077
26078,vertex,14,oid,26078
26079,vertex,23,oid,26079
26080,vertex,7,oid,26080
26081,vertex,16,oid,26081
26082,vertex,25,oid,26082
26083,vertex,8,oid,26083
26084,vertex,25,oid,26084
26085,vertex,22,oid,26085
26086,vertex,6,oid,26086
26088,vertex,4,oid,26088
26089,vertex,9,oid,26089
26090,vertex,4,oid,26090
26091,vertex,8,oid,26091
26092,vertex,25,oid,26092
26094,vertex,8,oid,26094
26095,vertex,14,oid,26095
26097,vertex,17,oid,26097
26098,vertex,10,oid,26098
26099,vertex,3,oid,26099
26100,vertex,16,oid,26100
26101,vertex,3,oid,26101
26103,vertex,13,oid,26103
26104,vertex,8,oid,26104
26106,vertex,12,oid,26106
26107,vertex,3,oid,26107
26108,vertex,4,oid,26108
26109,vertex,25,oid,26109
26110,vertex,4,oid,26110
26112,vertex,20,oid,26112
26113,vertex,18,oid,26113
26114,vertex,25,oid,26114
26115,vertex,10,oid,26115
26116,vertex,8,oid,26116
26118,vertex,22,oid,26118
26119,vertex,10,oid,26119
26120,vertex,2,oid,26120
26123,vertex,8,oid,26123
26125,vertex,4,oid,26125
26126,vertex,4,oid,26126
26127,vertex,24,oid,26127
26128,vertex,12,oid,26128
26129,vertex,4,oid,26129
26130,vertex,28,oid,26130
26131,vertex,4,oid,26131
26132,vertex,4,oid,26132
26133,vertex,17,oid,26133
26134,vertex,4,oid,26134
26135,vertex,25,oid,26135
26136,vertex,8,oid,26136
26137,vertex,9,oid,26137
26138,vertex,17,oid,26138
26139,vertex,25,oid,26139
26140,vertex,8,oid,26140
26141,vertex,4,oid,26141
26143,vertex,22,oid,26143
26144,vertex,7,oid,26144
26145,vertex,25,oid,26145
26146,vertex,9,oid,26146
26147,vertex,4,oid,26147
26148,vertex,16,oid,26148
26150,vertex,5,oid,26150
26151,vertex,10,oid,26151
26152,vertex,24,oid,26152
26153,vertex,3,oid,26153
26154,vertex,13,oid,26154
26156,vertex,3,oid,26156
26157,vertex,10,oid,26157
26158,vertex,9,oid,26158
26159,vertex,9,oid,26159
26160,vertex,5,oid,26160
26161,vertex,2,oid,26161
26162,vertex,4,oid,26162
26163,vertex,2,oid,26163
26164,vertex,8,oid,26164
26165,vertex,10,oid,26165
26166,vertex,25,oid,26166
26167,vertex,25,oid,26167
26168,vertex,15,oid,26168
26169,vertex,3,oid,26169
26170,vertex,28,oid,26170
26171,vertex,2,oid,26171
26173,vertex,24,oid,26173
26174,vertex,25,oid,26174
26175,vertex,15,oid,26175
26178,vertex,25,oid,26178
26179,vertex,4,oid,26179
26180,vertex,8,oid,26180
26181,vertex,28,oid,26181
26182,vertex,20,oid,26182
26183,vertex,4,oid,26183
26184,vertex,10,oid,26184
26185,vertex,25,oid,26185
26186,vertex,2,oid,26186
26187,vertex,17,oid,26187
26188,vertex,2,oid,26188
26189,vertex,16,oid,26189
26191,vertex,4,oid,26191
26192,vertex,2,oid,26192
26193,vertex,4,oid,26193
26194,vertex,18,oid,26194
26196,vertex,21,oid,26196
26197,vertex,8,oid,26197
26200,vertex,20,oid,26200
26201,vertex,3,oid,26201
26202,vertex,4,oid,26202
26203,vertex,25,oid,26203
26204,vertex,15,oid,26204
26205,vertex,24,oid,26205
26206,vertex,4,oid,26206
26207,vertex,20,oid,26207
26208,vertex,16,oid,26208
26209,vertex,25,oid,26209
26210,vertex,12,oid,26210
26211,vertex,19,oid,26211
26212,vertex,25,oid,26212
26213,vertex,25,oid,26213
26215,vertex,8,oid,26215
26216,vertex,2,oid,26216
26217,vertex,25,oid,26217
26218,vertex,4,oid,26218
26219,vertex,3,oid,26219
26220,vertex,20,oid,26220
26221,vertex,1,oid,26221
26222,vertex,25,oid,26222
26223,vertex,5,oid,26223
26224,vertex,8,oid,26224
26225,vertex,3,oid,26225
26226,vertex,10,oid,26226
26227,vertex,6,oid,26227
26228,vertex,3,oid,26228
26229,vertex,18,oid,26229
26230,vertex,25,oid,26230
26231,vertex,11,oid,26231
26233,vertex,15,oid,26233
26234,vertex,20,oid,26234
26235,vertex,4,oid,26235
26236,vertex,4,oid,26236
26237,vertex,9,oid,26237
26238,vertex,4,oid,26238
26239,vertex,25,oid,26239
26241,vertex,25,oid,26241
26242,vertex,25,oid,26242
26244,vertex,25,oid,26244
26246,vertex,10,oid,26246
26248,vertex,24,oid,26248
26249,vertex,15,oid,26249
26250,vertex,25,oid,26250
26251,vertex,8,oid,26251
26252,vertex,25,oid,26252
26253,vertex,8,oid,26253
26254,vertex,8,oid,26254
26255,vertex,20,oid,26255
26256,vertex,25,oid,26256
26257,vertex,14,oid,26257
26259,vertex,2,oid,26259
26260,vertex,27,oid,26260
26263,vertex,25,oid,26263
26265,vertex,5,oid,26265
26266,vertex,20,oid,26266
26267,vertex,2,oid,26267
26268,vertex,25,oid,26268
26269,vertex,3,oid,26269
26270,vertex,8,oid,26270
26271,vertex,25,oid,26271
26273,vertex,25,oid,26273
26274,vertex,20,oid,26274
26275,vertex,1,oid,26275
26276,vertex,25,oid,26276
26277,vertex,22,oid,26277
26278,vertex,8,oid,26278
26279,vertex,20,oid,26279
26281,vertex,15,oid,26281
26282,vertex,8,oid,26282
26284,vertex,8,oid,26284
26286,vertex,16,oid,26286
26287,vertex,8,oid,26287
26288,vertex,10,oid,26288
26289,vertex,24,oid,26289
26290,vertex,3,oid,26290
26291,vertex,25,oid,26291
26292,vertex,20,oid,26292
26294,vertex,20,oid,26294
26295,vertex,8,oid,26295
26296,vertex,9,oid,26296
26297,vertex,8,oid,26297
26298,vertex,25,oid,26298
26299,vertex,6,oid,26299
26300,vertex,10,oid,26300
26301,vertex,20,oid,26301
26302,vertex,25,oid,26302
26306,vertex,8,oid,26306
26307,vertex,28,oid,26307
26309,vertex,25,oid,26309
26310,vertex,12,oid,26310
26311,vertex,8,oid,26311
26313,vertex,15,oid,26313
26314,vertex,8,oid,26314
26315,vertex,25,oid,26315
26316,vertex,2,oid,26316
26317,vertex,20,oid,26317
26318,vertex,25,oid,26318
26319,vertex,19,oid,26319
26321,vertex,25,oid,26321
26323,vertex,10,oid,26323
26324,vertex,16,oid,26324
26325,vertex,21,oid,26325
26326,vertex,8,oid,26326
26329,vertex,16,oid,26329
26330,vertex,15,oid,26330
26331,vertex,13,oid,26331
26332,vertex,6,oid,26332
