_id,_inV,_label,_outV,_type,item
10216,905,O-F,907,edge,_label
10217,908,F-F,905,edge,_label
10235,908,F-F,908,edge,_label
10236,908,F-F,908,edge,_label
10237,909,F-F,908,edge,_label
10245,996,P-P,910,edge,_label
10250,910,D-P,2141,edge,_label
10265,917,B-B,917,edge,_label
10266,917,B-B,917,edge,_label
10274,918,O-O,1134,edge,_label
10282,921,B-U,1970,edge,_label
10287,1034,F-F,925,edge,_label
10295,1350,F-M,925,edge,_label
10300,925,U-F,1952,edge,_label
10312,929,U-E,1422,edge,_label
10313,1443,E-D,929,edge,_label
10324,932,C-O,933,edge,_label
10385,949,D-D,946,edge,_label
10391,952,T-T,951,edge,_label
10395,954,T-T,951,edge,_label
10413,960,F-F,960,edge,_label
10414,960,F-F,960,edge,_label
10425,972,F-F,960,edge,_label
10426,960,F-F,972,edge,_label
10429,979,F-D,960,edge,_label
10461,972,F-F,965,edge,_label
10473,972,F-F,966,edge,_label
10479,1116,F-F,966,edge,_label
10485,2046,F-U,966,edge,_label
10504,972,F-F,1034,edge,_label
10585,1970,B-B,985,edge,_label
10597,1205,T-T,988,edge,_label
10603,1202,T-T,989,edge,_label
10646,996,P-P,996,edge,_label
10657,1407,C-U,997,edge,_label
10667,1006,U-D,1004,edge,_label
10676,1004,D-U,1826,edge,_label
10688,1006,D-D,1607,edge,_label
10698,1006,C-D,2124,edge,_label
10713,1012,T-B,1010,edge,_label
10716,1010,U-T,1013,edge,_label
10753,1019,T-T,1019,edge,_label
10754,1019,T-T,1019,edge,_label
10767,2212,U-U,1021,edge,_label
10770,1021,U-U,2213,edge,_label
10771,1137,U-M,1022,edge,_label
10780,1022,E-U,1545,edge,_label
10786,1025,U-T,1417,edge,_label
10808,1028,P-U,1434,edge,_label
10810,1028,T-U,1511,edge,_label
10811,1740,U-U,1028,edge,_label
10861,1350,F-M,1034,edge,_label
10904,1039,A-O,1281,edge,_label
10911,1817,B-F,1040,edge,_label
10929,1372,D-C,1041,edge,_label
10953,2257,U-D,1043,edge,_label
10959,1726,P-C,1045,edge,_label
10961,1817,P-F,1045,edge,_label
10963,1896,P-D,1045,edge,_label
10971,1048,F-E,1047,edge,_label
10979,1050,D-D,1050,edge,_label
10980,1050,D-D,1050,edge,_label
11017,1550,D-M,1055,edge,_label
11030,1055,D-D,2141,edge,_label
11049,1062,M-M,1062,edge,_label
11050,1062,M-M,1062,edge,_label
11068,1063,A-D,1839,edge,_label
11071,2145,D-G,1063,edge,_label
11076,1063,C-D,2280,edge,_label
11085,2285,D-M,1063,edge,_label
11090,1065,U-F,1707,edge,_label
11093,1067,D-P,1066,edge,_label
11094,1066,P-D,1067,edge,_label
11100,1069,T-T,1071,edge,_label
11103,1073,T-T,1069,edge,_label
11154,1076,F-T,1563,edge,_label
11160,1077,T-T,1078,edge,_label
11172,1078,T-T,1086,edge,_label
11189,2224,T-U,1081,edge,_label
11197,1181,T-C,1086,edge,_label
11202,1086,D-T,2257,edge,_label
11211,1171,B-U,1096,edge,_label
11216,1099,B-A,1808,edge,_label
11235,2329,U-P,1104,edge,_label
11254,1111,C-F,1606,edge,_label
11284,1114,F-F,1122,edge,_label
11286,1114,U-F,1124,edge,_label
11366,1137,M-M,1142,edge,_label
11373,1679,U-U,1139,edge,_label
11375,1810,U-U,1139,edge,_label
11380,1139,U-U,1915,edge,_label
11401,1718,D-A,1144,edge,_label
11402,1144,A-D,1718,edge,_label
11406,1144,U-D,1720,edge,_label
11408,1144,A-D,1721,edge,_label
11448,1153,F-O,1156,edge,_label
11499,1176,D-M,1174,edge,_label
11543,1674,F-B,1187,edge,_label
11552,1187,U-F,1861,edge,_label
11576,1188,M-C,1192,edge,_label
11596,1195,T-T,1195,edge,_label
11597,1196,T-T,1195,edge,_label
11607,1350,O-M,1199,edge,_label
11610,1199,O-O,1368,edge,_label
11620,1206,O-O,1206,edge,_label
11658,1208,E-B,1478,edge,_label
11663,2119,B-D,1208,edge,_label
11666,1208,R-B,2121,edge,_label
11677,1213,B-B,1213,edge,_label
11678,1213,B-B,1213,edge,_label
11702,1227,T-T,1273,edge,_label
11706,1229,B-F,1232,edge,_label
11730,1240,F-F,1241,edge,_label
11737,1245,F-F,1240,edge,_label
11755,1915,T-U,1250,edge,_label
11763,1726,T-C,1254,edge,_label
11769,2277,U-U,1255,edge,_label
11775,2006,T-U,1256,edge,_label
11801,1274,T-T,1273,edge,_label
11831,1896,P-D,1285,edge,_label
11846,1289,T-T,1293,edge,_label
11860,1299,G-G,1300,edge,_label
11869,1308,C-C,1308,edge,_label
11875,1585,C-C,1308,edge,_label
11892,1310,E-C,1478,edge,_label
11900,1310,C-C,1680,edge,_label
11904,1310,U-C,2101,edge,_label
11970,1331,F-G,1817,edge,_label
11987,1339,F-U,1337,edge,_label
11996,1337,M-F,1343,edge,_label
12014,1337,F-F,2290,edge,_label
12046,1352,A-O,1354,edge,_label
12049,1356,O-E,1352,edge,_label
12076,1358,D-A,1614,edge,_label
12091,1365,O-C,1364,edge,_label
12094,1364,R-O,1366,edge,_label
12106,1372,O-C,1373,edge,_label
12107,1373,O-O,1373,edge,_label
12108,1373,O-O,1373,edge,_label
12112,1375,U-D,1961,edge,_label
12153,1380,U-U,1380,edge,_label
12154,1380,U-U,1380,edge,_label
12155,1625,U-R,1380,edge,_label
12243,1405,M-M,1405,edge,_label
12244,1405,M-M,1405,edge,_label
12285,1421,U-U,1421,edge,_label
12286,1421,U-U,1421,edge,_label
12299,1429,U-U,1429,edge,_label
12300,1429,U-U,1429,edge,_label
12305,1983,P-U,1434,edge,_label
12308,1434,O-P,2144,edge,_label
12357,1521,D-E,1443,edge,_label
12362,1443,R-D,1551,edge,_label
12367,1594,D-M,1443,edge,_label
12377,1691,D-U,1443,edge,_label
12390,1443,E-D,1887,edge,_label
12412,1443,U-D,1898,edge,_label
12425,1446,U-U,1446,edge,_label
12426,1446,U-U,1446,edge,_label
12451,2071,U-U,1456,edge,_label
12457,1462,U-U,1460,edge,_label
12475,1471,U-U,1471,edge,_label
12476,1471,U-U,1471,edge,_label
12477,1787,U-F,1471,edge,_label
12506,1476,D-F,2308,edge,_label
12531,1810,A-U,1480,edge,_label
12540,1482,F-E,2238,edge,_label
12559,1545,E-E,1487,edge,_label
12569,1931,E-M,1487,edge,_label
12575,2162,E-U,1487,edge,_label
12576,1487,U-E,2162,edge,_label
12616,1494,B-O,1714,edge,_label
12624,1496,U-F,1559,edge,_label
12658,1502,U-U,1513,edge,_label
12660,1502,U-U,1613,edge,_label
12662,1502,U-U,1679,edge,_label
12672,1502,U-U,2315,edge,_label
12688,1507,D-C,1510,edge,_label
12708,1509,O-O,1685,edge,_label
12711,1880,O-D,1509,edge,_label
12713,1983,O-U,1509,edge,_label
12714,1509,U-O,1983,edge,_label
12745,1993,A-U,1516,edge,_label
12786,1520,F-T,2238,edge,_label
12799,2127,D-C,1523,edge,_label
12807,2056,A-C,1526,edge,_label
12810,1526,D-A,2141,edge,_label
12824,1532,O-U,2144,edge,_label
12831,1680,E-C,1534,edge,_label
12851,1808,E-B,1545,edge,_label
12926,1557,C-E,2126,edge,_label
12930,1557,D-E,2257,edge,_label
12958,1563,C-F,1999,edge,_label
12959,1605,F-F,1564,edge,_label
12965,2321,F-G,1564,edge,_label
12989,2011,T-T,1570,edge,_label
13101,2267,M-U,1594,edge,_label
13115,1803,C-U,1599,edge,_label
13119,1896,C-D,1599,edge,_label
13129,1680,R-C,1600,edge,_label
13174,1607,U-D,1609,edge,_label
13182,1607,U-D,1915,edge,_label
13186,1608,M-M,1931,edge,_label
13195,2122,R-D,1610,edge,_label
13247,2141,E-D,1616,edge,_label
13267,1637,F-M,1621,edge,_label
13274,1621,U-F,1762,edge,_label
13281,1972,F-U,1621,edge,_label
13292,1624,U-F,2252,edge,_label
13324,1631,U-U,1632,edge,_label
13361,1942,D-D,1645,edge,_label
13384,1646,C-F,2127,edge,_label
13388,1646,U-F,2267,edge,_label
13392,1647,U-C,1691,edge,_label
13399,1948,C-D,1647,edge,_label
13485,1668,R-F,1667,edge,_label
13501,1677,B-M,1674,edge,_label
13539,1691,C-U,1680,edge,_label
13540,1680,U-C,1691,edge,_label
13561,1983,U-U,1691,edge,_label
13572,1695,D-G,2334,edge,_label
13579,1709,U-U,1707,edge,_label
13584,1707,U-U,1711,edge,_label
13619,1764,U-F,1720,edge,_label
13633,1726,C-C,1725,edge,_label
13653,1728,U-O,1727,edge,_label
13693,1983,R-U,1752,edge,_label
13695,1983,R-U,1753,edge,_label
13706,1756,D-U,2299,edge,_label
13711,1766,U-T,1765,edge,_label
13746,1775,D-F,2010,edge,_label
13747,2193,F-E,1775,edge,_label
13752,1778,C-E,1905,edge,_label
13753,2090,M-C,1779,edge,_label
13757,2273,M-D,1781,edge,_label
13769,2096,M-D,1785,edge,_label
13782,1789,D-A,2010,edge,_label
13785,2193,M-E,1793,edge,_label
13790,1802,F-T,1817,edge,_label
13808,1817,U-F,1818,edge,_label
13814,1817,M-F,1821,edge,_label
13818,1817,U-F,1823,edge,_label
13821,1825,F-U,1817,edge,_label
13822,1817,U-F,1825,edge,_label
13851,2340,O-C,1837,edge,_label
13863,2223,D-D,1847,edge,_label
13864,1847,D-D,2223,edge,_label
13865,2276,D-D,1847,edge,_label
13874,1852,U-P,1983,edge,_label
13885,2114,M-C,1858,edge,_label
13917,2010,U-D,1884,edge,_label
13963,1908,C-E,1905,edge,_label
13987,2180,B-U,1912,edge,_label
13990,1912,U-B,2181,edge,_label
14016,1919,P-M,2329,edge,_label
14023,2081,D-D,1942,edge,_label
14046,1950,D-U,2143,edge,_label
14112,1983,U-U,1985,edge,_label
14118,1983,M-U,1988,edge,_label
14147,2011,D-T,2010,edge,_label
14173,2033,P-U,2030,edge,_label
14183,2267,F-U,2043,edge,_label
14227,2085,U-M,2084,edge,_label
14241,2120,D-D,2119,edge,_label
14265,2143,D-D,2142,edge,_label
14281,2163,U-U,2162,edge,_label
14292,2173,M-U,2175,edge,_label
14296,2189,F-D,2190,edge,_label
14300,2202,C-O,2203,edge,_label
14314,2231,F-U,2232,edge,_label
14316,2231,F-U,2233,edge,_label
14322,2257,T-D,2259,edge,_label
3,2,T-T,1,edge,_label
4,1,T-T,2,edge,_label
16,2,F-T,1246,edge,_label
28,3,P-T,996,edge,_label
50,5,T-U,149,edge,_label
68,6,F-C,184,edge,_label
86,6,C-C,997,edge,_label
88,6,F-C,1113,edge,_label
94,6,D-C,1180,edge,_label
97,1182,C-U,6,edge,_label
105,1186,C-U,6,edge,_label
128,6,M-C,1579,edge,_label
133,57,F-O,7,edge,_label
137,265,F-U,7,edge,_label
143,811,F-B,7,edge,_label
155,2090,F-C,7,edge,_label
161,9,M-M,9,edge,_label
162,9,M-M,9,edge,_label
165,11,M-P,10,edge,_label
170,10,D-M,2021,edge,_label
180,11,P-P,168,edge,_label
194,11,B-P,994,edge,_label
205,14,M-G,12,edge,_label
221,1659,T-O,13,edge,_label
263,508,M-T,18,edge,_label
278,20,P-F,21,edge,_label
295,1174,P-D,21,edge,_label
304,23,C-M,396,edge,_label
308,23,D-M,439,edge,_label
353,392,D-D,27,edge,_label
454,35,T-O,432,edge,_label
463,1767,O-F,35,edge,_label
466,35,P-O,1786,edge,_label
545,47,O-O,44,edge,_label
546,44,O-O,47,edge,_label
555,61,T-U,46,edge,_label
565,298,T-B,46,edge,_label
570,46,T-T,302,edge,_label
579,1028,T-U,46,edge,_label
582,46,B-T,1208,edge,_label
589,48,O-O,48,edge,_label
640,53,U-O,78,edge,_label
643,54,O-O,54,edge,_label
644,54,O-O,54,edge,_label
683,222,O-C,57,edge,_label
686,57,D-O,388,edge,_label
711,1522,O-O,57,edge,_label
713,1523,O-D,57,edge,_label
757,1025,E-T,58,edge,_label
793,61,D-U,60,edge,_label
802,60,E-D,65,edge,_label
809,166,U-T,61,edge,_label
811,203,U-U,61,edge,_label
816,61,T-U,301,edge,_label
823,401,U-C,61,edge,_label
834,61,U-U,423,edge,_label
841,433,U-T,61,edge,_label
846,61,O-U,443,edge,_label
848,61,U-U,445,edge,_label
900,61,D-U,2257,edge,_label
914,63,O-O,849,edge,_label
959,944,E-C,65,edge,_label
979,71,G-M,68,edge,_label
981,72,G-R,68,edge,_label
982,68,R-G,72,edge,_label
993,663,G-U,68,edge,_label
997,1041,G-D,68,edge,_label
998,68,D-G,1041,edge,_label
1003,2084,G-U,68,edge,_label
1009,181,D-B,69,edge,_label
1019,709,D-D,69,edge,_label
1026,69,U-D,867,edge,_label
1027,874,D-C,69,edge,_label
1064,71,G-M,143,edge,_label
1107,1041,R-D,72,edge,_label
1113,584,F-F,73,edge,_label
1114,73,F-F,584,edge,_label
1117,586,F-F,73,edge,_label
1137,2143,F-D,73,edge,_label
1171,1114,F-F,75,edge,_label
1178,75,M-F,1350,edge,_label
1244,82,D-M,1378,edge,_label
1251,1972,M-U,82,edge,_label
1263,306,D-F,83,edge,_label
1265,406,D-U,83,edge,_label
1281,1647,D-C,83,edge,_label
1323,188,D-D,92,edge,_label
1334,93,O-O,96,edge,_label
1346,93,O-O,102,edge,_label
1369,102,O-O,95,edge,_label
1391,1768,O-O,103,edge,_label
1393,104,F-F,104,edge,_label
1394,104,F-F,104,edge,_label
1401,108,C-M,107,edge,_label
1404,107,E-C,109,edge,_label
1405,110,C-M,107,edge,_label
1413,664,C-M,107,edge,_label
1421,630,C-B,111,edge,_label
1432,111,U-C,1566,edge,_label
1435,2241,C-C,111,edge,_label
1442,111,U-C,2244,edge,_label
1445,2246,C-C,111,edge,_label
1458,113,C-M,425,edge,_label
1465,116,U-U,115,edge,_label
1471,784,U-D,115,edge,_label
1473,2078,U-U,115,edge,_label
1481,349,U-U,116,edge,_label
1643,165,U-T,121,edge,_label
1663,165,U-T,122,edge,_label
1675,1106,U-P,122,edge,_label
1679,1915,U-U,122,edge,_label
1686,123,P-U,126,edge,_label
1693,134,U-D,123,edge,_label
1718,125,B-U,549,edge,_label
1730,126,U-P,132,edge,_label
1745,169,P-U,126,edge,_label
1762,126,B-P,247,edge,_label
1773,253,P-P,126,edge,_label
1796,126,D-P,2040,edge,_label
1809,128,U-U,128,edge,_label
1810,128,U-U,128,edge,_label
1828,128,U-U,2038,edge,_label
1834,129,D-U,134,edge,_label
1836,130,U-U,131,edge,_label
1845,456,U-O,130,edge,_label
1848,130,A-U,638,edge,_label
1856,130,P-U,1106,edge,_label
1865,134,U-D,131,edge,_label
1878,131,U-U,171,edge,_label
1879,203,U-U,131,edge,_label
1905,134,U-D,132,edge,_label
1906,132,D-U,134,edge,_label
1917,443,U-O,132,edge,_label
1920,132,B-U,537,edge,_label
1923,165,U-T,133,edge,_label
1955,1511,U-T,133,edge,_label
1958,133,T-U,1570,edge,_label
1963,1962,U-U,133,edge,_label
1969,134,D-D,134,edge,_label
1970,134,D-D,134,edge,_label
2061,492,O-U,136,edge,_label
2066,136,D-O,784,edge,_label
2070,136,P-O,1106,edge,_label
2080,137,O-T,400,edge,_label
2081,490,T-T,137,edge,_label
2083,1010,T-T,137,edge,_label
2179,784,G-D,145,edge,_label
2189,1680,G-C,145,edge,_label
2191,1817,G-F,145,edge,_label
2196,145,U-G,1934,edge,_label
2211,150,T-T,146,edge,_label
2236,146,T-T,845,edge,_label
2273,382,O-T,147,edge,_label
2277,402,O-D,147,edge,_label
2282,147,B-O,441,edge,_label
2304,147,T-O,1256,edge,_label
2318,147,M-O,1857,edge,_label
2343,2318,O-U,147,edge,_label
2401,1179,T-D,149,edge,_label
2421,154,T-T,150,edge,_label
2424,150,T-T,155,edge,_label
2427,160,T-T,150,edge,_label
2431,199,T-P,150,edge,_label
2435,263,T-P,150,edge,_label
2460,151,U-U,1392,edge,_label
2547,155,T-T,154,edge,_label
2551,845,T-T,154,edge,_label
2555,1202,T-T,154,edge,_label
2559,160,T-T,155,edge,_label
2561,161,T-P,155,edge,_label
2637,844,T-O,159,edge,_label
2642,159,P-T,1261,edge,_label
2662,161,T-P,490,edge,_label
2676,161,D-P,2096,edge,_label
2690,162,P-T,168,edge,_label
2694,162,P-T,170,edge,_label
2696,162,U-T,171,edge,_label
2707,644,T-C,162,edge,_label
2813,252,T-U,165,edge,_label
2826,165,T-T,490,edge,_label
2835,882,T-P,165,edge,_label
2850,166,P-T,172,edge,_label
2862,166,T-T,543,edge,_label
2880,166,T-T,2278,edge,_label
2886,167,U-D,252,edge,_label
2893,492,D-U,167,edge,_label
2896,167,T-D,543,edge,_label
2914,168,P-P,253,edge,_label
2915,272,P-T,168,edge,_label
2925,996,P-P,168,edge,_label
2935,172,U-P,169,edge,_label
2937,302,U-T,169,edge,_label
2942,169,T-U,490,edge,_label
2972,170,B-P,237,edge,_label
2981,493,P-P,170,edge,_label
2983,498,P-P,170,edge,_label
2996,170,T-P,1011,edge,_label
3001,1570,P-T,170,edge,_label
3035,172,P-P,172,edge,_label
3036,172,P-P,172,edge,_label
3038,172,B-P,237,edge,_label
3041,638,P-A,172,edge,_label
3045,1011,P-T,172,edge,_label
3057,173,T-T,173,edge,_label
3058,173,T-T,173,edge,_label
3102,176,B-B,1233,edge,_label
3109,2164,B-B,176,edge,_label
3123,183,B-B,179,edge,_label
3125,184,B-F,179,edge,_label
3126,179,F-B,184,edge,_label
3167,1912,B-B,181,edge,_label
3176,183,D-B,947,edge,_label
3181,2078,B-U,183,edge,_label
3193,426,F-T,184,edge,_label
3222,185,O-P,520,edge,_label
3264,186,B-D,1208,edge,_label
3269,1521,D-E,186,edge,_label
3299,867,D-U,188,edge,_label
3304,188,B-D,1058,edge,_label
3309,191,D-C,189,edge,_label
3313,193,D-M,189,edge,_label
3324,189,F-D,1767,edge,_label
3330,189,F-D,2290,edge,_label
3347,1252,D-T,190,edge,_label
3348,190,T-D,1252,edge,_label
3358,190,U-D,2283,edge,_label
3366,192,E-D,1602,edge,_label
3367,194,D-D,194,edge,_label
3368,194,D-D,194,edge,_label
3375,198,D-D,194,edge,_label
3376,194,D-D,198,edge,_label
3427,2344,C-P,196,edge,_label
3428,196,P-C,2344,edge,_label
3430,197,D-D,198,edge,_label
3453,199,P-P,199,edge,_label
3454,199,P-P,199,edge,_label
3459,202,P-D,199,edge,_label
3463,372,P-C,199,edge,_label
3465,492,P-U,199,edge,_label
3470,199,B-P,537,edge,_label
3496,199,R-P,1625,edge,_label
3514,199,D-P,2257,edge,_label
3528,201,U-C,1452,edge,_label
3540,202,B-D,591,edge,_label
3554,203,C-U,644,edge,_label
3565,882,U-P,203,edge,_label
3583,874,T-C,208,edge,_label
3713,323,O-O,210,edge,_label
3719,369,O-T,210,edge,_label
3724,210,E-O,684,edge,_label
3725,775,O-P,210,edge,_label
3751,2189,O-D,210,edge,_label
3765,214,B-B,212,edge,_label
3767,301,B-T,212,edge,_label
3776,212,B-B,403,edge,_label
3786,212,O-B,843,edge,_label
3792,212,B-B,1096,edge,_label
3805,1714,B-B,212,edge,_label
3818,213,O-G,520,edge,_label
3836,214,B-B,214,edge,_label
3849,437,B-U,214,edge,_label
3857,1096,B-B,214,edge,_label
3877,221,D-M,217,edge,_label
3880,217,C-D,222,edge,_label
3914,220,F-E,389,edge,_label
3919,2015,E-U,220,edge,_label
3923,1144,M-D,221,edge,_label
3951,1570,D-T,226,edge,_label
3952,226,T-D,1570,edge,_label
3974,227,B-C,234,edge,_label
3978,227,C-C,236,edge,_label
4029,959,C-F,231,edge,_label
4050,231,F-C,969,edge,_label
4067,1307,C-U,231,edge,_label
4070,231,F-C,1333,edge,_label
4077,1756,C-U,231,edge,_label
4078,231,U-C,1756,edge,_label
4140,236,U-C,2082,edge,_label
4231,1915,T-U,239,edge,_label
4254,243,U-D,252,edge,_label
4258,243,T-D,442,edge,_label
4267,1240,D-F,243,edge,_label
4310,248,T-T,442,edge,_label
4314,248,C-T,1249,edge,_label
4324,249,P-U,996,edge,_label
4326,249,P-U,1106,edge,_label
4335,252,U-U,252,edge,_label
4336,252,U-U,252,edge,_label
4344,252,U-U,427,edge,_label
4346,252,T-U,442,edge,_label
4350,252,U-U,444,edge,_label
4351,445,U-U,252,edge,_label
4360,252,T-U,880,edge,_label
4367,1137,U-M,252,edge,_label
4396,252,C-U,1796,edge,_label
4406,252,D-U,2257,edge,_label
4414,253,P-P,497,edge,_label
4427,1100,P-P,253,edge,_label
4433,2267,P-U,253,edge,_label
4513,1435,T-U,260,edge,_label
4519,263,D-P,261,edge,_label
4539,992,U-T,262,edge,_label
4570,263,U-P,1435,edge,_label
4572,264,U-T,265,edge,_label
4584,264,U-T,1435,edge,_label
4591,277,U-E,265,edge,_label
4593,365,U-T,265,edge,_label
4599,1435,U-U,265,edge,_label
4621,492,T-U,268,edge,_label
4624,268,T-T,545,edge,_label
4632,268,P-T,806,edge,_label
4658,272,D-T,275,edge,_label
4659,276,T-F,272,edge,_label
4670,272,T-T,281,edge,_label
4674,272,P-T,283,edge,_label
4716,276,B-F,593,edge,_label
4722,276,D-F,833,edge,_label
4726,276,C-F,874,edge,_label
4769,1647,D-C,278,edge,_label
4774,278,U-D,2131,edge,_label
4777,280,D-D,280,edge,_label
4778,280,D-D,280,edge,_label
4779,299,D-T,280,edge,_label
4789,363,D-B,280,edge,_label
4798,282,U-U,1393,edge,_label
4799,1443,U-D,282,edge,_label
4803,283,P-P,283,edge,_label
4804,283,P-P,283,edge,_label
4811,508,P-T,283,edge,_label
4818,283,E-P,632,edge,_label
4836,283,U-P,1295,edge,_label
4953,294,T-T,287,edge,_label
5001,1003,T-T,289,edge,_label
5067,292,U-T,291,edge,_label
5073,316,U-T,291,edge,_label
5075,474,U-T,291,edge,_label
5103,543,T-T,293,edge,_label
5104,293,T-T,543,edge,_label
5119,474,T-T,294,edge,_label
5135,359,O-R,296,edge,_label
5140,296,O-O,520,edge,_label
5175,663,T-U,299,edge,_label
5180,299,B-T,1714,edge,_label
5184,300,T-T,566,edge,_label
5201,318,T-O,301,edge,_label
5212,301,T-T,1225,edge,_label
5220,301,D-T,2223,edge,_label
5225,318,T-O,302,edge,_label
5235,549,T-B,302,edge,_label
5255,1136,T-D,302,edge,_label
5258,302,B-T,1208,edge,_label
5288,302,B-T,1976,edge,_label
5289,2053,T-D,302,edge,_label
5293,2107,T-U,302,edge,_label
5295,2108,T-U,302,edge,_label
5303,591,B-B,303,edge,_label
5309,874,B-C,303,edge,_label
5356,315,T-T,315,edge,_label
5358,315,T-T,316,edge,_label
5386,319,F-U,1476,edge,_label
5401,1025,O-T,322,edge,_label
5418,325,G-O,429,edge,_label
5451,2334,E-D,328,edge,_label
5475,333,E-E,330,edge,_label
5477,442,E-T,332,edge,_label
5502,334,U-F,1613,edge,_label
5504,334,C-F,1647,edge,_label
5511,1974,F-F,334,edge,_label
5530,336,T-B,1010,edge,_label
5558,339,M-M,340,edge,_label
5559,341,M-T,339,edge,_label
5570,339,T-M,346,edge,_label
5576,339,T-M,382,edge,_label
5586,341,T-T,344,edge,_label
5595,383,T-D,341,edge,_label
5598,341,U-T,384,edge,_label
5621,1129,T-T,344,edge,_label
5639,383,T-D,346,edge,_label
5661,349,U-U,349,edge,_label
5662,349,U-U,349,edge,_label
5707,1045,D-P,352,edge,_label
5709,1055,D-D,352,edge,_label
5718,352,E-D,1557,edge,_label
5726,352,C-D,2127,edge,_label
5737,1606,D-C,353,edge,_label
5738,353,C-D,1606,edge,_label
5757,356,D-D,356,edge,_label
5758,356,D-D,356,edge,_label
5762,356,D-D,394,edge,_label
5768,357,T-T,357,edge,_label
5771,359,T-R,357,edge,_label
5780,357,O-T,1960,edge,_label
5786,358,T-T,1520,edge,_label
5820,365,T-T,371,edge,_label
5821,688,T-T,365,edge,_label
5850,367,T-T,1202,edge,_label
5868,369,T-T,1202,edge,_label
5872,369,F-T,1337,edge,_label
5879,1802,T-T,369,edge,_label
5880,369,T-T,1802,edge,_label
5911,372,C-C,372,edge,_label
5912,372,C-C,372,edge,_label
5921,777,C-P,372,edge,_label
5929,373,C-C,373,edge,_label
5930,373,C-C,373,edge,_label
5954,374,C-M,1599,edge,_label
5971,376,G-G,376,edge,_label
5972,376,G-G,376,edge,_label
6015,784,E-D,378,edge,_label
6017,882,E-P,378,edge,_label
6041,385,D-D,385,edge,_label
6063,2215,U-U,387,edge,_label
6085,1041,D-D,388,edge,_label
6092,388,T-D,1520,edge,_label
6113,874,T-C,390,edge,_label
6114,390,C-T,874,edge,_label
6133,1091,T-T,390,edge,_label
6136,390,T-T,1092,edge,_label
6150,391,T-T,1069,edge,_label
6193,456,O-O,398,edge,_label
6194,398,O-O,456,edge,_label
6203,632,O-E,398,edge,_label
6278,401,C-C,401,edge,_label
6287,644,C-C,401,edge,_label
6307,408,U-U,406,edge,_label
6331,412,T-U,411,edge,_label
6336,411,D-T,414,edge,_label
6351,420,F-T,416,edge,_label
6357,423,F-U,416,edge,_label
6365,427,F-U,416,edge,_label
6368,416,U-F,428,edge,_label
6373,431,F-R,416,edge,_label
6378,416,T-F,433,edge,_label
6392,416,U-F,1962,edge,_label
6416,421,P-U,996,edge,_label
6419,422,U-U,422,edge,_label
6420,422,U-U,422,edge,_label
6425,492,U-U,422,edge,_label
6426,422,U-U,492,edge,_label
6427,544,U-U,422,edge,_label
6432,422,D-U,784,edge,_label
6433,1004,U-U,422,edge,_label
6438,422,U-U,1413,edge,_label
6439,1414,U-T,422,edge,_label
6451,428,C-U,425,edge,_label
6469,1458,C-U,425,edge,_label
6471,1915,C-U,425,edge,_label
6483,644,T-C,426,edge,_label
6496,427,U-U,428,edge,_label
6501,1019,U-T,427,edge,_label
6504,427,U-U,1028,edge,_label
6516,428,T-U,640,edge,_label
6527,646,U-U,428,edge,_label
6528,428,U-U,646,edge,_label
6534,428,C-U,799,edge,_label
6541,1520,U-T,428,edge,_label
6557,447,G-M,429,edge,_label
6561,569,G-G,429,edge,_label
6563,632,G-E,429,edge,_label
6568,429,O-G,699,edge,_label
6572,429,B-G,885,edge,_label
6624,439,C-D,1181,edge,_label
6631,1181,B-C,441,edge,_label
6658,442,T-T,652,edge,_label
6662,442,U-T,879,edge,_label
6672,442,U-T,1108,edge,_label
6674,442,C-T,1249,edge,_label
6706,444,C-U,1249,edge,_label
6745,453,O-O,453,edge,_label
6762,453,O-O,1150,edge,_label
6781,458,O-O,456,edge,_label
6788,457,F-O,1114,edge,_label
6814,462,U-C,867,edge,_label
6818,462,B-C,2164,edge,_label
6859,471,O-O,465,edge,_label
6861,466,O-O,466,edge,_label
6862,466,O-O,466,edge,_label
6866,469,O-O,2202,edge,_label
6876,474,U-T,475,edge,_label
6882,474,T-T,543,edge,_label
6893,481,F-T,478,edge,_label
6900,478,P-F,659,edge,_label
6902,478,E-F,941,edge,_label
6922,478,M-F,1836,edge,_label
6959,566,F-T,486,edge,_label
6963,584,F-F,486,edge,_label
6964,486,F-F,584,edge,_label
6974,486,F-F,1034,edge,_label
6981,1817,F-F,486,edge,_label
6994,490,U-T,492,edge,_label
6999,2216,T-T,490,edge,_label
7020,492,U-U,642,edge,_label
7079,1392,P-U,493,edge,_label
7085,496,P-P,494,edge,_label
7094,494,P-P,500,edge,_label
7097,502,P-P,494,edge,_label
7103,593,E-B,495,edge,_label
7109,1281,E-A,495,edge,_label
7110,495,A-E,1281,edge,_label
7127,1435,P-U,496,edge,_label
7139,2353,P-U,496,edge,_label
7159,501,P-P,498,edge,_label
7226,500,P-P,502,edge,_label
7228,500,M-P,550,edge,_label
7245,1672,P-C,500,edge,_label
7247,1714,P-B,500,edge,_label
7285,679,T-T,504,edge,_label
7288,504,B-T,811,edge,_label
7352,507,U-U,1028,edge,_label
7374,508,T-T,988,edge,_label
7395,1501,T-P,508,edge,_label
7418,508,P-T,1776,edge,_label
7451,988,T-T,509,edge,_label
7552,529,M-M,529,edge,_label
7608,537,U-B,1597,edge,_label
